Zeitpunkt ('Y-m-d H:i:s');Graf-Moltke-Straße (Ostseite);Graf-Moltke-Straße (Westseite);Hastedter Brückenstraße;Langemarckstraße (Ostseite);Langemarckstraße (Westseite);Osterdeich;Radweg Kleine Weser;Schwachhauser Ring;Wachmannstraße auswärts (Süd);Wachmannstraße einwärts (Nord);Wilhelm-Kaisen-Brücke (Ost);Wilhelm-Kaisen-Brücke (West)
26.09.2019 00:00;1437;1553;2959;2439;2387;3943;3952;1811;3656;2527;8104;4264
27.09.2019 00:00;1399;1566;3426;2630;2449;4510;4242;2026;3857;2810;8679;4445
28.09.2019 00:00;990;1135;1820;1580;1337;3101;2303;1224;2135;1412;5449;2669
29.09.2019 00:00;351;379;612;511;600;1327;699;418;683;378;2071;914
30.09.2019 00:00;1162;1311;1993;1871;1845;3527;2855;1316;2790;1998;6333;3133
01.10.2019 00:00;1216;1292;2053;1901;1880;3477;3030;1320;2895;2029;6608;3141
02.10.2019 00:00;1363;1567;2915;2362;2329;4300;3833;1755;3768;2713;8084;3976
03.10.2019 00:00;617;644;1129;933;945;2035;1452;1096;1166;687;3311;1463
04.10.2019 00:00;776;852;1362;1368;1309;2454;1840;810;1787;1255;4457;2294
05.10.2019 00:00;873;952;1869;1489;1306;2735;2299;1399;1967;1357;4829;2481
06.10.2019 00:00;717;725;1706;1126;1159;3114;1797;1336;1645;981;3954;1876
07.10.2019 00:00;1133;1258;2677;2262;2238;3654;3614;1703;3189;2292;7143;3518
08.10.2019 00:00;1062;1124;2018;1837;1870;3149;2813;1219;2516;1864;6378;3090
09.10.2019 00:00;1090;1188;2373;2144;2043;3457;3257;1498;3040;2205;7009;3448
10.10.2019 00:00;1091;1179;2277;2153;2048;3545;3289;1379;3091;2136;7066;3472
11.10.2019 00:00;841;883;1729;908;1680;2762;2447;1058;2166;1731;5666;2627
12.10.2019 00:00;542;533;778;;856;1754;1157;573;1064;806;3436;1672
13.10.2019 00:00;610;626;1484;0;1103;2096;1792;1268;1245;858;3344;1535
14.10.2019 00:00;1265;1449;3066;0;2352;3889;3781;1808;3512;2785;7671;3762
15.10.2019 00:00;1442;1591;3601;0;2589;4508;4608;2343;3913;3042;8602;3908
16.10.2019 00:00;1151;1253;2315;0;2061;3311;3129;1373;2889;2238;6757;3522
17.10.2019 00:00;1307;1412;2545;0;2228;3884;3463;1516;3355;2537;7614;3976
18.10.2019 00:00;1172;1386;2336;;2131;3490;3344;1542;3279;2668;7427;3971
19.10.2019 00:00;1002;1063;1802;;1316;3562;2020;1215;2036;1429;5309;2675
20.10.2019 00:00;565;542;1116;;934;1892;1353;884;1178;731;3042;1493
21.10.2019 00:00;1461;1671;3098;;2590;4244;4325;1955;3900;3065;8514;4390
22.10.2019 00:00;1643;1836;3784;;2811;4709;4843;2376;4451;3472;9478;4950
23.10.2019 00:00;1711;1970;3857;;2811;4775;4813;2382;4518;3459;9561;4750
24.10.2019 00:00;1688;1883;3869;;2976;5103;5017;2574;4616;3609;9847;4969
25.10.2019 00:00;1637;1783;3376;;2772;4602;4446;2288;4443;3408;9193;4654
26.10.2019 00:00;1271;1356;2233;;1856;3504;3339;1712;3033;2201;6261;3063
27.10.2019 00:00;830;1001;1675;;1335;2607;2138;1627;2102;1262;4435;2086
28.10.2019 00:00;1474;1615;3291;;2643;4524;4353;2068;4359;3366;8666;4365
29.10.2019 00:00;1612;1801;3697;2648;2818;4714;4614;2279;4507;3470;9251;4383
30.10.2019 00:00;1667;1988;3647;2596;2783;5654;4230;2129;4165;3443;9544;4564
31.10.2019 00:00;897;916;1714;1202;1276;2612;2123;1517;2299;1432;4492;1938
01.11.2019 00:00;1067;1153;2087;1611;1763;2903;2409;1122;2647;2021;5650;2902
02.11.2019 00:00;1012;1156;1471;1183;1113;3134;1795;996;1946;1403;4896;2215
03.11.2019 00:00;849;923;1376;1073;1082;2313;1945;1233;1963;1276;4138;2170
04.11.2019 00:00;1422;1592;3067;2328;2485;4391;4202;1874;3965;3002;8468;4293
05.11.2019 00:00;1442;1658;2885;2416;2424;4374;4189;1881;3784;2928;8601;4112
06.11.2019 00:00;1478;1580;2986;1773;2506;4648;4024;1837;3815;2892;8599;4125
07.11.2019 00:00;1371;1454;2928;897;2347;4220;3919;1857;3788;2984;8357;0
08.11.2019 00:00;1456;1686;3133;1131;2536;4332;4076;1938;3650;2929;8597;0
09.11.2019 00:00;993;1151;1618;892;1395;2765;2015;1185;2079;1500;5239;0
10.11.2019 00:00;821;808;1660;628;1176;2665;1873;1394;1435;1006;3936;0
11.11.2019 00:00;1437;1577;3087;1209;2463;3927;3924;1790;3734;2878;7994;0
12.11.2019 00:00;1501;1596;2956;1075;2487;3904;3930;1821;3798;2934;7975;0
13.11.2019 00:00;1482;1560;2952;1185;2482;3975;3836;1875;3763;2860;8108;0
14.11.2019 00:00;1553;1694;3162;1455;2471;4245;4025;2001;3845;3180;8508;0
15.11.2019 00:00;1345;1474;2726;1059;2256;3752;3462;1631;3380;2634;7661;0
16.11.2019 00:00;553;594;730;491;759;1770;893;522;1009;805;3041;0
17.11.2019 00:00;626;582;1194;513;882;1900;1358;899;1192;759;3104;0
18.11.2019 00:00;1179;1277;2388;740;1926;3470;3327;1452;3027;2344;6895;0
19.11.2019 00:00;1461;1581;2713;1225;2296;4126;3776;1773;3730;2883;8191;0
20.11.2019 00:00;1425;1474;2855;864;2234;4021;3624;1736;3651;2842;7977;0
21.11.2019 00:00;1446;1555;2718;924;2180;4121;3565;1741;3709;2835;7851;0
22.11.2019 00:00;1343;1503;2836;1010;2186;3958;3682;1739;3519;2782;8068;0
23.11.2019 00:00;1054;1188;1812;865;1123;3422;1728;1074;1994;1451;5220;0
24.11.2019 00:00;700;688;1210;626;852;2031;1236;1006;1172;829;3309;0
25.11.2019 00:00;1382;1483;2800;1612;2359;4026;3776;1710;3843;3008;7995;0
26.11.2019 00:00;1500;1509;2975;874;2403;4364;4067;1919;3907;3091;8576;0
27.11.2019 00:00;1379;1476;2671;1164;2242;4010;3672;1649;3599;2834;7977;0
28.11.2019 00:00;1166;1246;2033;810;1788;3395;2915;1369;2830;2196;6616;0
29.11.2019 00:00;1332;1443;2594;1000;2218;4289;3656;1608;3656;2877;8265;0
30.11.2019 00:00;952;974;1571;809;1258;2769;1892;1271;2076;1560;5005;0
01.12.2019 00:00;668;641;1051;595;995;2148;1235;887;1462;973;3370;0
02.12.2019 00:00;1294;1439;2583;980;2280;3878;3545;1640;3598;2696;7641;0
03.12.2019 00:00;1457;1590;2859;1212;2311;4184;3889;1747;3873;2971;8463;0
04.12.2019 00:00;1534;1603;3071;;2387;4329;3986;1795;3965;3141;8650;1933
05.12.2019 00:00;1494;1591;2818;1037;2487;3891;3731;1782;3930;3065;8092;3969
06.12.2019 00:00;1037;1138;1786;1074;1615;2979;2618;1158;2500;1948;6063;2945
07.12.2019 00:00;868;978;1132;785;1019;2293;1584;789;1947;1581;4113;2208
08.12.2019 00:00;627;696;965;606;685;2639;992;619;963;666;3250;1289
09.12.2019 00:00;1297;1360;2338;1161;2032;3750;3490;1581;3423;2833;7265;3645
10.12.2019 00:00;1516;1544;2898;1118;2545;4265;4118;1870;3946;3265;8543;4319
11.12.2019 00:00;1182;1232;2160;2000;1895;3406;2997;1415;2940;2410;6791;3317
12.12.2019 00:00;1478;1530;2560;2390;2232;4091;3751;1669;3920;3332;8343;3954
13.12.2019 00:00;1298;1420;2237;2130;2048;3411;3070;1389;3199;2737;7123;3360
14.12.2019 00:00;826;895;1052;1282;1026;2266;1487;824;1754;1375;4276;2192
15.12.2019 00:00;601;588;918;914;902;1898;1222;864;1264;890;3073;1607
16.12.2019 00:00;1318;1448;2635;2383;2180;3911;3710;1578;3786;3096;8074;3924
17.12.2019 00:00;1635;1867;3474;2691;2399;5883;4305;1920;4105;3611;9646;4481
18.12.2019 00:00;1491;1657;2776;2567;2273;4391;4039;1773;4049;3433;8540;4308
19.12.2019 00:00;1594;1735;3018;2757;2359;4468;4237;1867;4336;3546;8880;4505
20.12.2019 00:00;1391;1520;2569;2322;2074;3904;3425;1432;3579;3074;7846;4187
