date,Weekday,GrafMoltkeStrEast,GrafMoltkeStrWest,HastedterBrStr,LangemarckStrEast,LangemarckStrWest,Osterdeich,RadwegKleineWeser,SchwachhauserRing,WachmannStrAusSouth,WachmannStrEinNorth,WilhelmKaisenBrEast,WilhelmKaisenBrWest,Total,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,Holiday,Vacation
2017-12-14,3,1101.0,1138.0,1609.0,2040.0,1905.0,3325.0,2854.0,1176.0,2727.0,1972.0,5639.0,927.0,26413.0,3.1,0.8,4.7,0.7,0.0,224.0,24.1,56.9,987.6,12,,
2017-12-15,4,1142.0,1257.0,1877.0,2064.0,1902.0,3414.0,2992.0,1131.0,2805.0,2088.0,5935.0,927.0,27534.0,2.5,0.2,3.8,0.1,0.0,217.0,8.3,24.1,995.3,0,,
2017-12-16,5,842.0,1004.0,1225.0,1271.0,1012.0,2973.0,1611.0,811.0,1750.0,1168.0,3997.0,927.0,18591.0,2.4,1.0,4.4,2.9,0.0,265.0,15.8,36.4,1006.9,132,,
2017-12-17,6,494.0,479.0,865.0,852.0,829.0,1929.0,1011.0,804.0,1020.0,626.0,2523.0,927.0,12359.0,1.3,-1.1,4.1,0.8,0.0,249.0,11.5,33.8,1019.1,300,,
2017-12-18,0,1140.0,1224.0,1728.0,2151.0,2036.0,3376.0,3047.0,1151.0,2964.0,2124.0,5957.0,927.0,27825.0,2.4,0.8,3.4,0.0,0.0,182.0,9.0,27.7,1023.3,0,,
2017-12-19,1,1233.0,1340.0,1950.0,2265.0,2190.0,3395.0,3311.0,1188.0,3162.0,2357.0,6440.0,927.0,29758.0,4.7,2.5,6.5,1.7,0.0,250.0,9.4,20.9,1031.0,0,,
2017-12-20,2,1215.0,1366.0,2129.0,2209.0,2124.0,4352.0,3171.0,1254.0,2990.0,2198.0,6952.0,2699.0,32659.0,6.4,5.4,7.4,0.7,0.0,227.0,9.0,30.2,1031.6,0,,
2017-12-21,3,1169.0,1274.0,1868.0,2176.0,2135.0,3647.0,3105.0,1257.0,3103.0,2210.0,6679.0,3699.0,32322.0,7.0,5.8,7.8,0.0,0.0,270.0,13.3,29.5,1031.6,0,,
2017-12-22,4,1027.0,1113.0,1541.0,1993.0,1698.0,2917.0,2686.0,982.0,2871.0,2086.0,5833.0,3249.0,27996.0,4.7,3.3,6.1,0.0,0.0,263.0,12.6,25.9,1033.0,0,,Weihnachtsferien
2017-12-23,5,706.0,789.0,875.0,1049.0,896.0,1562.0,1460.0,600.0,1642.0,1119.0,3255.0,1803.0,15756.0,7.3,3.4,8.6,0.1,0.0,252.0,28.4,59.4,1027.0,0,,Weihnachtsferien
2017-12-24,6,360.0,331.0,499.0,338.0,361.0,753.0,709.0,437.0,666.0,425.0,1501.0,664.0,7044.0,8.5,7.7,9.6,0.1,0.0,247.0,34.2,59.4,1019.6,0,,Weihnachtsferien
2017-12-25,0,271.0,332.0,490.0,372.0,343.0,866.0,649.0,476.0,526.0,348.0,1482.0,646.0,6801.0,8.0,5.8,9.1,0.0,0.0,224.0,25.6,50.8,1012.4,0,1. Weihnachtsfeiertag,Weihnachtsferien
2017-12-26,1,307.0,302.0,528.0,381.0,332.0,823.0,665.0,491.0,580.0,362.0,1468.0,651.0,6890.0,5.3,2.6,7.7,0.1,0.0,206.0,26.6,72.4,997.9,42,2. Weihnachtsfeiertag,Weihnachtsferien
2017-12-27,2,650.0,756.0,1185.0,1448.0,1089.0,1771.0,1639.0,737.0,1612.0,1220.0,3389.0,1980.0,17476.0,4.5,1.5,6.6,0.1,0.0,162.0,16.6,37.8,986.5,0,,Weihnachtsferien
2017-12-28,3,728.0,764.0,1190.0,1353.0,1141.0,1995.0,1742.0,799.0,1631.0,1304.0,3684.0,2134.0,18465.0,3.1,1.5,4.7,0.5,0.0,244.0,23.4,50.0,993.5,150,,Weihnachtsferien
2017-12-29,4,643.0,751.0,1200.0,1310.0,1073.0,1881.0,1710.0,780.0,1678.0,1356.0,3618.0,2118.0,18118.0,2.2,0.4,3.7,1.4,0.0,200.0,22.3,44.3,1001.2,282,,Weihnachtsferien
2017-12-30,5,426.0,439.0,471.0,561.0,476.0,917.0,706.0,392.0,736.0,551.0,1873.0,1069.0,8617.0,6.1,3.0,10.5,4.1,0.0,206.0,26.3,78.5,995.8,0,,Weihnachtsferien
2017-12-31,6,292.0,365.0,486.0,364.0,345.0,962.0,609.0,539.0,489.0,395.0,1511.0,605.0,6962.0,9.7,6.1,12.6,12.8,0.0,219.0,19.8,47.5,997.8,0,,Weihnachtsferien
2018-01-01,0,361.0,348.0,580.0,427.0,422.0,1101.0,820.0,677.0,557.0,384.0,1443.0,756.0,7876.0,6.5,3.2,9.2,0.9,0.0,212.0,24.8,68.4,997.2,174,Neujahr,Weihnachtsferien
2018-01-02,1,1051.0,1205.0,1564.0,1977.0,1832.0,3076.0,2675.0,1184.0,2574.0,2093.0,5290.0,2915.0,27436.0,5.0,2.2,7.0,8.7,0.0,231.0,16.2,40.0,1004.8,102,,Weihnachtsferien
2018-01-03,2,753.0,799.0,1099.0,1340.0,1397.0,1946.0,1417.0,822.0,1809.0,1501.0,3582.0,2049.0,18514.0,6.6,5.0,9.3,20.2,0.0,228.0,39.6,86.4,985.2,12,,Weihnachtsferien
2018-01-04,3,523.0,661.0,1417.0,661.0,612.0,1978.0,1226.0,938.0,822.0,556.0,2620.0,1115.0,13129.0,6.6,4.7,8.4,3.1,0.0,230.0,24.8,72.4,990.9,0,,Weihnachtsferien
2018-01-05,4,493.0,460.0,727.0,724.0,802.0,1508.0,1136.0,709.0,953.0,497.0,2745.0,1517.0,12271.0,5.9,3.4,7.5,0.1,0.0,226.0,25.2,68.4,993.9,0,,Weihnachtsferien
2018-01-06,5,1574.0,1848.0,5000.0,3642.0,3577.0,5643.0,6212.0,2565.0,4208.0,3657.0,10344.0,5039.0,53309.0,4.4,2.8,6.6,0.1,0.0,262.0,15.5,33.5,1008.6,0,,Weihnachtsferien
2018-01-07,6,867.0,1053.0,2951.0,1766.0,2557.0,3615.0,5812.0,2778.0,2073.0,1410.0,5578.0,2808.0,33268.0,-0.1,-4.1,2.9,0.0,0.0,50.0,17.6,38.9,1029.1,378,,
2018-01-08,0,1358.0,1543.0,5048.0,2831.0,3668.0,3794.0,6357.0,2584.0,3894.0,2856.0,9134.0,4335.0,47402.0,-1.5,-4.7,2.4,0.0,0.0,77.0,20.2,39.6,1030.4,432,,
2018-01-09,1,1165.0,1268.0,2708.0,2425.0,1978.0,3800.0,3185.0,1859.0,2420.0,2290.0,6312.0,3275.0,32685.0,1.1,-1.4,3.3,1.3,0.0,111.0,17.6,43.9,1015.2,138,,
2018-01-10,2,942.0,1108.0,2123.0,2383.0,2279.0,3046.0,2927.0,1114.0,2677.0,2229.0,6200.0,3297.0,30325.0,3.2,0.3,5.7,0.0,0.0,119.0,8.6,18.4,1010.6,0,,
2018-01-11,3,1441.0,1618.0,3143.0,2790.0,2800.0,4382.0,3928.0,1959.0,4106.0,3450.0,8574.0,4319.0,42510.0,2.4,-3.0,6.8,1.9,0.0,47.0,6.5,22.7,1017.4,372,,
2018-01-12,4,1017.0,1162.0,1744.0,1509.0,1306.0,3545.0,1980.0,1183.0,1925.0,1555.0,5384.0,2400.0,24710.0,2.6,2.2,3.2,0.0,0.0,66.0,10.8,25.9,1026.8,0,,
2018-01-13,5,900.0,1044.0,1356.0,1161.0,990.0,2825.0,1700.0,826.0,1620.0,1270.0,4042.0,2044.0,19778.0,2.1,0.2,2.8,0.0,0.0,110.0,18.7,40.7,1028.4,0,,
2018-01-14,6,537.0,543.0,1048.0,799.0,843.0,1727.0,1173.0,1086.0,1094.0,750.0,2571.0,1377.0,13548.0,0.4,-1.0,1.9,0.0,0.0,115.0,20.2,43.2,1024.5,306,,
2018-01-15,0,1085.0,1194.0,1824.0,2014.0,2033.0,3083.0,2963.0,1206.0,2860.0,2346.0,5564.0,3244.0,29416.0,2.4,-1.2,6.0,3.5,0.0,147.0,23.4,56.2,1005.2,0,,
2018-01-16,1,889.0,1010.0,1377.0,1691.0,1611.0,2768.0,2513.0,936.0,2223.0,1756.0,4658.0,2531.0,23963.0,3.4,1.3,6.4,7.3,0.0,235.0,20.9,50.8,988.8,18,,
2018-01-17,2,949.0,1129.0,1398.0,1653.0,1659.0,2996.0,2422.0,1032.0,2467.0,1876.0,4840.0,2707.0,25128.0,1.9,0.5,3.8,3.7,0.0,244.0,24.5,59.4,994.7,42,,
2018-01-18,3,779.0,818.0,1009.0,1204.0,1121.0,2120.0,1719.0,711.0,1611.0,1135.0,3451.0,1975.0,17653.0,2.7,0.7,5.8,14.9,0.0,238.0,25.6,93.2,992.4,0,,
2018-01-19,4,959.0,1113.0,1534.0,1743.0,1619.0,3014.0,2545.0,1052.0,2290.0,1750.0,5150.0,2838.0,25607.0,1.5,-1.5,4.1,0.7,0.0,232.0,13.0,37.8,1004.5,6,,
2018-01-20,5,684.0,750.0,872.0,1063.0,926.0,1958.0,1388.0,703.0,1350.0,985.0,3438.0,1759.0,15876.0,1.7,-2.0,3.7,0.4,0.0,190.0,11.5,27.7,1003.7,12,,
2018-01-21,6,516.0,519.0,742.0,719.0,803.0,1708.0,1120.0,688.0,925.0,583.0,2543.0,1159.0,12025.0,0.8,-1.5,2.1,0.1,0.0,178.0,6.5,22.3,1011.9,0,,
2018-01-22,0,1021.0,1090.0,1620.0,1830.0,1746.0,2907.0,2764.0,1023.0,2508.0,1882.0,5213.0,2894.0,26498.0,2.6,0.8,6.2,0.1,0.0,162.0,13.0,32.0,1008.4,0,,
2018-01-23,1,1178.0,1249.0,2120.0,1986.0,2069.0,3404.0,3385.0,1370.0,3009.0,2278.0,6323.0,3275.0,31646.0,6.8,5.6,9.0,2.3,0.0,222.0,17.3,42.5,1017.5,18,,
2018-01-24,2,1165.0,1279.0,2086.0,2173.0,2082.0,3483.0,3391.0,1342.0,3063.0,2291.0,6379.0,3449.0,32183.0,11.6,7.8,13.9,2.1,0.0,211.0,27.0,62.3,1010.8,6,,
2018-01-25,3,1264.0,1422.0,2278.0,2286.0,2278.0,3960.0,3562.0,1433.0,3252.0,2407.0,6773.0,3792.0,34707.0,7.5,5.5,8.9,0.9,0.0,208.0,14.4,32.0,1010.9,0,,
2018-01-26,4,1116.0,1212.0,2114.0,2231.0,2123.0,3529.0,3241.0,1411.0,2869.0,2230.0,6653.0,3464.0,32193.0,5.5,3.0,6.7,0.0,0.0,229.0,7.6,20.5,1018.2,0,,
2018-01-27,5,920.0,1108.0,1480.0,1234.0,1069.0,3212.0,1775.0,1110.0,1679.0,1190.0,4568.0,2117.0,21462.0,5.3,3.0,7.1,1.2,0.0,218.0,14.8,64.8,1026.9,42,,
2018-01-28,6,573.0,478.0,976.0,654.0,808.0,1638.0,1249.0,867.0,953.0,611.0,2474.0,1253.0,12534.0,8.5,5.4,10.4,1.7,0.0,243.0,30.6,58.7,1023.4,54,,
2018-01-29,0,896.0,940.0,1589.0,1561.0,1602.0,2412.0,2499.0,910.0,2280.0,1753.0,4684.0,2602.0,23728.0,8.8,4.8,10.7,9.3,0.0,256.0,33.8,65.5,1019.9,0,,
2018-01-30,1,1190.0,1346.0,2258.0,2217.0,2057.0,3736.0,3648.0,1519.0,3157.0,2545.0,6498.0,3545.0,33716.0,4.3,1.9,6.7,0.6,0.0,244.0,19.1,53.6,1024.8,216,,
2018-01-31,2,971.0,1094.0,1443.0,1682.0,1637.0,2719.0,2499.0,977.0,2309.0,1840.0,4875.0,2766.0,24812.0,5.4,1.0,9.7,2.3,0.0,212.0,21.6,55.1,1003.3,0,,
2018-02-01,3,728.0,821.0,1553.0,1536.0,1406.0,2285.0,2304.0,963.0,2049.0,1716.0,4248.0,2499.0,22108.0,2.4,0.6,4.1,0.0,0.0,219.0,21.6,48.6,997.1,132,,Winterferien
2018-02-02,4,839.0,825.0,1201.0,1500.0,1487.0,2636.0,2236.0,969.0,2148.0,1780.0,4633.0,2612.0,22866.0,3.2,1.6,5.2,1.7,0.0,245.0,16.2,37.8,1000.4,6,,Winterferien
2018-02-03,5,746.0,821.0,1097.0,1286.0,1283.0,1915.0,1498.0,774.0,1701.0,1378.0,3646.0,2017.0,18162.0,0.6,-0.7,2.4,0.7,0.0,321.0,13.3,29.5,1006.6,24,,
2018-02-04,6,486.0,562.0,1223.0,854.0,764.0,1565.0,1501.0,1124.0,961.0,696.0,2385.0,1193.0,13314.0,0.2,-1.6,1.6,0.2,30.0,2.0,13.3,37.1,1020.0,36,,
2018-02-05,0,1595.0,1744.0,3990.0,3189.0,3137.0,4819.0,5082.0,2410.0,4254.0,3443.0,9477.0,4962.0,48102.0,0.7,-1.6,1.9,0.0,0.0,75.0,14.0,33.5,1028.6,0,,
2018-02-06,1,1059.0,1180.0,2583.0,2227.0,1908.0,3587.0,2975.0,1564.0,2438.0,1851.0,6186.0,3196.0,30754.0,-2.3,-5.2,-0.2,0.0,0.0,88.0,10.8,24.1,1018.6,408,,
2018-02-07,2,1281.0,1508.0,4529.0,3252.0,3287.0,4176.0,5823.0,2512.0,3988.0,2999.0,8993.0,4960.0,47308.0,-3.4,-6.8,0.5,0.0,0.0,36.0,8.3,20.5,1018.0,522,,
2018-02-08,3,1385.0,1557.0,4050.0,3217.0,3159.0,3885.0,5443.0,2581.0,3731.0,2882.0,9039.0,4232.0,45161.0,-3.9,-8.5,0.7,0.0,0.0,154.0,6.1,18.4,1020.4,504,,
2018-02-09,4,890.0,978.0,3122.0,1910.0,1870.0,3526.0,3477.0,2533.0,1940.0,1645.0,5203.0,2524.0,29618.0,-1.9,-5.2,2.3,0.0,0.0,136.0,10.8,22.3,1015.1,492,,
2018-02-10,5,802.0,927.0,1452.0,1720.0,1629.0,2578.0,2126.0,843.0,1949.0,1620.0,4978.0,2508.0,23132.0,-1.3,-6.0,1.7,0.2,0.0,150.0,7.9,27.0,1013.7,60,,
2018-02-11,6,1331.0,1530.0,2979.0,2473.0,2745.0,4289.0,3838.0,1710.0,3631.0,3218.0,8252.0,4229.0,40225.0,2.6,0.3,6.6,2.7,0.0,201.0,24.1,58.7,999.6,84,,
2018-02-12,0,438.0,388.0,604.0,757.0,812.0,1487.0,882.0,527.0,929.0,558.0,2605.0,1220.0,11207.0,1.3,-0.7,4.7,0.7,0.0,237.0,22.0,55.1,1008.7,396,,
2018-02-13,1,1165.0,1302.0,1991.0,2206.0,2224.0,3328.0,3121.0,1399.0,2957.0,2363.0,6115.0,3572.0,31743.0,1.0,-2.7,5.1,0.0,0.0,179.0,13.0,29.2,1013.5,534,,
2018-02-14,2,1231.0,1329.0,2030.0,2182.0,2035.0,3213.0,3140.0,1424.0,2968.0,2423.0,6039.0,3462.0,31476.0,0.6,-3.1,4.8,0.0,0.0,132.0,16.2,40.7,1017.5,552,,
2018-02-15,3,998.0,1020.0,1516.0,1699.0,1639.0,2580.0,2512.0,1030.0,2413.0,1926.0,5092.0,2725.0,25150.0,1.2,0.2,4.1,1.6,0.0,152.0,19.1,50.8,1013.1,0,,
2018-02-16,4,963.0,1151.0,1707.0,1885.0,1748.0,3148.0,2650.0,1270.0,2588.0,2083.0,5482.0,2985.0,27660.0,2.0,-1.5,6.8,0.0,0.0,235.0,14.0,43.9,1022.2,330,,
2018-02-17,5,795.0,850.0,1129.0,1117.0,884.0,2034.0,1543.0,880.0,1458.0,1133.0,3315.0,1739.0,16877.0,0.7,-4.3,5.6,0.0,0.0,144.0,4.3,14.8,1025.4,222,,
2018-02-18,6,526.0,538.0,1100.0,860.0,823.0,1938.0,1543.0,1127.0,1045.0,765.0,2587.0,1227.0,14079.0,0.2,-5.0,5.5,0.0,0.0,151.0,7.9,22.3,1026.4,450,,
2018-02-19,0,1068.0,1221.0,2111.0,2191.0,2031.0,3122.0,3325.0,1370.0,2923.0,2388.0,5872.0,3243.0,30865.0,1.4,-2.1,6.1,0.0,0.0,165.0,5.4,18.4,1020.4,378,,
2018-02-20,1,1150.0,1298.0,2116.0,2216.0,2073.0,3217.0,3366.0,1508.0,3062.0,2520.0,6254.0,3435.0,32215.0,0.1,-4.6,5.0,0.0,0.0,62.0,9.7,38.2,1020.9,438,,
2018-02-21,2,1081.0,1205.0,2047.0,2065.0,2100.0,3230.0,3105.0,1418.0,2887.0,2368.0,5894.0,3371.0,30771.0,-0.2,-4.1,4.0,0.0,0.0,52.0,9.7,24.1,1026.6,330,,
2018-02-22,3,1092.0,1197.0,1860.0,2084.0,2042.0,2952.0,2993.0,1309.0,2807.0,2245.0,5676.0,3104.0,29361.0,-0.3,-3.8,3.7,0.0,0.0,47.0,10.4,25.2,1026.7,126,,
2018-02-23,4,1065.0,1165.0,1876.0,1848.0,1789.0,2926.0,2804.0,1328.0,2703.0,2217.0,5627.0,3153.0,28501.0,-0.7,-4.1,2.0,0.0,0.0,65.0,16.6,35.3,1026.4,564,,
2018-02-24,5,773.0,919.0,1293.0,960.0,782.0,2221.0,1234.0,901.0,1274.0,1065.0,3429.0,1788.0,16639.0,-1.5,-5.5,2.7,0.0,0.0,77.0,19.4,47.5,1030.6,300,,
2018-02-25,6,361.0,340.0,666.0,588.0,625.0,1260.0,821.0,676.0,725.0,486.0,1731.0,906.0,9185.0,-4.2,-7.8,-0.4,0.5,0.0,58.0,15.1,29.5,1033.2,336,,
2018-02-26,0,576.0,696.0,1176.0,1225.0,1295.0,2087.0,1401.0,740.0,1606.0,1298.0,3356.0,1833.0,17289.0,-4.1,-7.1,-0.9,0.0,20.0,36.0,18.4,40.7,1031.0,330,,
2018-02-27,1,655.0,714.0,1256.0,1310.0,1371.0,2230.0,1428.0,794.0,1732.0,1362.0,3766.0,2028.0,18646.0,-4.4,-7.2,-1.0,0.1,10.0,43.0,16.9,42.1,1024.4,336,,
2018-02-28,2,750.0,612.0,1036.0,1318.0,1349.0,2009.0,1431.0,807.0,1747.0,1442.0,3585.0,2019.0,18105.0,-8.6,-11.4,-6.1,0.0,0.0,81.0,24.5,46.4,1026.4,372,,
2018-03-01,3,514.0,565.0,750.0,929.0,913.0,1387.0,1388.0,516.0,1293.0,1050.0,2804.0,1556.0,13665.0,-6.6,-9.7,-2.3,0.0,0.0,82.0,29.2,56.9,1017.4,588,,
2018-03-02,4,756.0,774.0,925.0,1062.0,885.0,2223.0,1496.0,646.0,1467.0,1145.0,3822.0,1887.0,17088.0,-6.6,-10.5,-1.7,0.0,0.0,77.0,25.6,45.0,1006.5,600,,
2018-03-03,5,515.0,448.0,637.0,765.0,652.0,1111.0,841.0,726.0,926.0,730.0,2226.0,1174.0,10751.0,-5.3,-9.8,-0.3,0.0,0.0,90.0,22.3,44.3,1003.4,600,,
2018-03-04,6,1169.0,1248.0,2376.0,2199.0,2052.0,3059.0,3510.0,1414.0,3037.0,2389.0,6593.0,3580.0,32626.0,-0.4,-5.1,3.6,1.6,0.0,109.0,18.0,40.0,999.4,84,,
2018-03-05,0,1690.0,1805.0,3830.0,3159.0,3079.0,5008.0,5025.0,2328.0,4295.0,3386.0,9431.0,4941.0,47977.0,5.6,0.5,10.9,0.0,0.0,152.0,15.1,38.9,994.8,384,,
2018-03-06,1,1003.0,1029.0,3057.0,1987.0,2009.0,3461.0,3847.0,2466.0,2050.0,1366.0,5515.0,2522.0,30312.0,3.5,-1.2,9.7,0.0,0.0,109.0,10.8,31.0,992.8,528,,
2018-03-07,2,1378.0,1612.0,4713.0,3352.0,3492.0,4272.0,6274.0,2672.0,4064.0,3137.0,9409.0,4817.0,49192.0,2.5,-2.2,6.8,0.8,0.0,75.0,5.4,14.8,994.6,78,,
2018-03-08,3,1286.0,1502.0,3863.0,2902.0,2866.0,3548.0,5301.0,2451.0,3444.0,2671.0,8513.0,4293.0,42640.0,4.7,0.9,10.0,5.3,0.0,199.0,17.6,55.4,998.0,186,,
2018-03-09,4,1593.0,1718.0,4532.0,3464.0,3184.0,5422.0,5865.0,2566.0,4459.0,4266.0,9924.0,5192.0,52185.0,5.2,2.5,9.2,0.2,0.0,227.0,19.8,62.3,1004.4,60,,
2018-03-10,5,666.0,657.0,1160.0,1245.0,1287.0,1968.0,1786.0,1341.0,1316.0,1080.0,3372.0,1689.0,17567.0,8.0,3.4,14.6,1.4,0.0,129.0,11.5,25.9,1001.2,48,,
2018-03-11,6,1068.0,1186.0,1942.0,1683.0,1682.0,3097.0,2248.0,1477.0,2542.0,2021.0,5281.0,2730.0,26957.0,11.0,4.0,14.4,0.3,0.0,141.0,11.5,37.1,996.1,186,,
2018-03-12,0,1223.0,1340.0,2292.0,2292.0,2368.0,3674.0,3162.0,1402.0,3234.0,2670.0,6996.0,3567.0,34220.0,8.4,1.7,13.4,1.4,0.0,177.0,5.4,23.4,992.2,6,,
2018-03-13,1,1017.0,1166.0,2035.0,1998.0,2104.0,2925.0,2953.0,1238.0,2690.0,2069.0,5492.0,3083.0,28770.0,6.2,3.9,8.8,0.8,0.0,266.0,17.3,41.4,999.9,0,,
2018-03-14,2,1148.0,1214.0,2311.0,2299.0,2291.0,3101.0,3191.0,1394.0,3051.0,2318.0,6190.0,3520.0,32028.0,4.1,1.1,5.8,0.0,0.0,298.0,12.2,26.6,1011.2,0,,
2018-03-15,3,1208.0,1170.0,2042.0,2206.0,2209.0,2981.0,3046.0,1372.0,3046.0,2260.0,6170.0,3547.0,31257.0,4.2,1.3,8.0,0.0,0.0,99.0,27.0,58.7,1004.9,312,,
2018-03-16,4,923.0,994.0,1516.0,1733.0,1653.0,2239.0,2262.0,972.0,2286.0,1694.0,4787.0,2806.0,23865.0,1.0,-2.0,3.6,0.0,0.0,79.0,30.6,56.2,1008.1,0,,
2018-03-17,5,540.0,585.0,555.0,777.0,678.0,994.0,799.0,423.0,958.0,692.0,2323.0,1243.0,10567.0,-2.1,-4.0,0.7,0.0,0.0,75.0,40.0,70.9,1014.0,552,,
2018-03-18,6,332.0,343.0,556.0,591.0,561.0,938.0,717.0,507.0,623.0,419.0,1667.0,901.0,8155.0,-1.7,-5.2,2.4,0.0,0.0,79.0,33.1,63.7,1016.4,696,,
2018-03-19,0,872.0,964.0,1629.0,1770.0,1715.0,2437.0,2393.0,974.0,2294.0,1696.0,4756.0,2736.0,24236.0,-0.9,-5.5,4.4,0.6,0.0,48.0,16.6,32.8,1016.9,702,,Osterferien
2018-03-20,1,898.0,987.0,1772.0,1823.0,1832.0,2633.0,2452.0,1195.0,2316.0,1767.0,5057.0,2930.0,25662.0,2.7,-3.2,7.4,0.0,0.0,338.0,20.2,52.6,1019.4,600,,Osterferien
2018-03-21,2,901.0,1002.0,1508.0,1829.0,1771.0,2489.0,2402.0,1001.0,2259.0,1735.0,5040.0,2833.0,24770.0,0.9,-6.0,6.4,0.4,0.0,249.0,12.2,31.0,1026.0,36,,Osterferien
2018-03-22,3,872.0,964.0,1351.0,1577.0,1464.0,2331.0,2038.0,893.0,1922.0,1428.0,4428.0,2355.0,21623.0,4.2,1.7,7.3,1.2,0.0,272.0,21.6,44.3,1012.5,6,,Osterferien
2018-03-23,4,842.0,901.0,1572.0,1609.0,1571.0,2356.0,2261.0,936.0,1975.0,1497.0,4564.0,2503.0,22587.0,5.0,2.8,6.8,0.2,0.0,195.0,8.3,23.4,1006.3,0,,Osterferien
2018-03-24,5,647.0,745.0,1243.0,1234.0,1068.0,1891.0,1799.0,973.0,1515.0,1138.0,3514.0,1820.0,17587.0,7.3,3.8,10.0,0.0,0.0,131.0,8.3,22.7,1004.0,54,,Osterferien
2018-03-25,6,592.0,613.0,1354.0,1012.0,936.0,1894.0,1621.0,1163.0,1248.0,859.0,2866.0,1519.0,15677.0,7.5,4.8,11.0,0.0,0.0,131.0,9.7,24.1,1008.4,12,,Osterferien
2018-03-26,0,917.0,1012.0,1746.0,1820.0,1715.0,2465.0,2505.0,1133.0,2318.0,1758.0,4867.0,2802.0,25058.0,3.5,-2.7,7.1,0.0,0.0,293.0,10.8,25.2,1014.9,12,,Osterferien
2018-03-27,1,931.0,1038.0,1801.0,1915.0,1706.0,2568.0,2740.0,1318.0,2488.0,1898.0,5150.0,3123.0,26676.0,4.6,-3.2,10.3,0.1,0.0,140.0,11.9,37.8,1012.3,204,,Osterferien
2018-03-28,2,777.0,772.0,1151.0,1378.0,1247.0,1868.0,1830.0,746.0,1649.0,1297.0,3961.0,2162.0,18838.0,4.0,0.8,5.8,10.8,0.0,101.0,17.3,36.4,1001.5,0,,Osterferien
2018-03-29,3,826.0,892.0,1263.0,1519.0,1409.0,2053.0,2008.0,855.0,1880.0,1405.0,4566.0,2495.0,21171.0,3.9,-0.3,8.8,2.2,0.0,282.0,17.6,48.6,1003.4,162,,Osterferien
2018-03-30,4,567.0,598.0,1416.0,910.0,775.0,1730.0,1734.0,1350.0,1046.0,711.0,2720.0,1342.0,14899.0,5.1,-1.4,12.1,3.3,0.0,90.0,18.0,40.7,1004.6,330,Karfreitag,Osterferien
2018-03-31,5,467.0,582.0,767.0,879.0,805.0,1377.0,1015.0,496.0,1029.0,758.0,2793.0,1423.0,12391.0,3.7,0.7,6.3,0.3,0.0,71.0,14.8,37.1,1001.4,0,,Osterferien
2018-04-01,6,774.0,846.0,1233.0,1411.0,1354.0,2417.0,2118.0,831.0,1888.0,1560.0,4196.0,2344.0,20972.0,2.6,-3.0,6.9,0.0,0.0,327.0,15.8,42.1,1007.7,294,,Osterferien
2018-04-02,0,389.0,369.0,486.0,526.0,513.0,1159.0,721.0,540.0,724.0,488.0,1863.0,873.0,8651.0,4.6,-2.6,8.6,1.6,0.0,179.0,11.5,33.5,1007.8,282,Ostermontag,Osterferien
2018-04-03,1,411.0,397.0,583.0,561.0,601.0,955.0,764.0,815.0,729.0,511.0,1742.0,902.0,8971.0,12.7,7.5,17.6,0.0,0.0,190.0,17.6,42.5,999.8,204,,Osterferien
2018-04-04,2,1316.0,1426.0,2839.0,2711.0,2517.0,3729.0,4097.0,1742.0,3652.0,3024.0,7745.0,4321.0,39119.0,11.9,6.8,15.9,3.1,0.0,181.0,16.9,56.9,1000.6,300,,
2018-04-05,3,1601.0,1781.0,4259.0,3293.0,3112.0,5288.0,5645.0,2644.0,4206.0,3315.0,9704.0,5018.0,49866.0,7.1,1.1,10.6,0.4,0.0,239.0,25.2,72.7,1008.3,84,,
2018-04-06,4,1615.0,1847.0,4779.0,3372.0,3545.0,5326.0,5513.0,2373.0,4575.0,3637.0,9819.0,5302.0,51703.0,6.8,-1.2,13.4,0.0,0.0,159.0,13.7,42.1,1021.4,732,,
2018-04-07,5,1435.0,1577.0,5137.0,3484.0,3348.0,4529.0,6442.0,2755.0,4042.0,3067.0,9571.0,4900.0,50287.0,12.3,4.7,20.0,0.0,0.0,125.0,18.4,38.2,1012.5,732,,
2018-04-08,6,1078.0,1176.0,3745.0,2096.0,2157.0,3345.0,3911.0,2081.0,2483.0,1965.0,6170.0,3187.0,33394.0,16.8,7.3,24.8,0.0,0.0,138.0,9.0,23.4,1007.6,606,,
2018-04-09,0,1641.0,1843.0,4978.0,3741.0,3501.0,5682.0,6138.0,2796.0,4660.0,4277.0,10467.0,5386.0,55110.0,15.6,7.2,21.0,0.0,0.0,48.0,12.2,29.5,1005.5,420,,
2018-04-10,1,1150.0,1239.0,2344.0,2484.0,2461.0,3566.0,3189.0,1505.0,2988.0,2530.0,6924.0,3528.0,33908.0,14.9,7.2,23.1,0.0,0.0,63.0,20.9,49.3,1004.9,564,,
2018-04-11,2,738.0,826.0,1348.0,1014.0,1289.0,2309.0,1654.0,1125.0,1576.0,1105.0,3782.0,1687.0,18453.0,9.7,6.4,16.1,2.6,0.0,64.0,23.4,45.0,1009.6,408,,
2018-04-12,3,1456.0,1628.0,2893.0,2585.0,2640.0,4505.0,3925.0,1840.0,3794.0,3119.0,8309.0,3830.0,40524.0,12.0,6.2,18.6,3.7,0.0,71.0,21.6,46.8,1004.9,204,,
